isim,cinsiyet,yas,boy,kilo,takim,uok,yil,sezon,sehir,spor,etkinlik,madalya
"Donald Ward ""Don"" McKenzie, Jr.",M,21.0,186.0,80.0,United States,USA,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
George McKenzie,M,19.0,166.23044397463002,54.38254310344828,Great Britain,GBR,1920,Summer,Antwerpen,Boxing,Boxing Men's Bantamweight,Bronze
"Grace McKenzie (-Nelson, -Morgan)",F,16.0,172.8904109589041,62.60313174946004,Great Britain,GBR,1920,Summer,Antwerpen,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Grace McKenzie (-Nelson, -Morgan)",F,20.0,172.8904109589041,62.60313174946004,Great Britain,GBR,1924,Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Jack McKenzie,M,25.0,190.0,86.0,Canada,CAN,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
James McKenzie,M,20.0,163.5968109339408,51.36542923433875,Great Britain,GBR,1924,Summer,Paris,Boxing,Boxing Men's Flyweight,Silver
Robert Tait McKenzie,M,65.0,175.33896987366376,70.70239290053351,Canada,CAN,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Bronze
"Cameron ""Maxi"" McKenzie-McHarg",M,28.0,196.0,98.0,Australia,AUS,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Bronze
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Taylor McKeown,F,21.0,178.0,65.0,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
"William Alister M. ""Bill"" McKerlich",M,19.0,193.0,89.0,Canada,CAN,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Silver
"William Alister M. ""Bill"" McKerlich",M,23.0,193.0,89.0,Canada,CAN,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Silver
William McKie,M,25.556898357297374,170.0,60.0,Great Britain,GBR,1908,Summer,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
"Patricia Jean ""Pat"" McKillop (Fraser-, -Williams)",F,24.0,160.0,55.0,Zimbabwe,ZIM,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Gold
Josephine Eveline McKim (-Chalmers),F,18.0,170.7595744680851,60.61899563318777,United States,USA,1928,Summer,Amsterdam,Swimming,Swimming Women's 400 metres Freestyle,Bronze
Josephine Eveline McKim (-Chalmers),F,18.0,172.8904109589041,62.60313174946004,United States,USA,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Josephine Eveline McKim (-Chalmers),F,22.0,172.8904109589041,62.60313174946004,United States,USA,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Arthur Frank ""Art"" McKinlay",M,24.0,186.0,79.0,United States,USA,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,Silver
John Dickinson McKinlay,M,24.0,186.0,82.0,United States,USA,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,Silver
"Frank Edward McKinney, Jr.",M,18.0,184.0,74.0,United States,USA,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Backstroke,Bronze
"Frank Edward McKinney, Jr.",M,21.0,184.0,74.0,United States,USA,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Backstroke,Silver
"Frank Edward McKinney, Jr.",M,21.0,184.0,74.0,United States,USA,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Kennedy McKinney,M,22.0,170.0,54.0,United States,USA,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,Gold
"Richard Lee ""Rick"" McKinney",M,30.0,170.0,59.0,United States,USA,1984,Summer,Los Angeles,Archery,Archery Men's Individual,Silver
"Richard Lee ""Rick"" McKinney",M,34.0,170.0,59.0,United States,USA,1988,Summer,Seoul,Archery,Archery Men's Team,Silver
Burt Plumb McKinnie,M,25.0,179.19117647058823,79.24528301886792,United States,USA,1904,Summer,St. Louis,Golf,Golf Men's Individual,Bronze
Burt Plumb McKinnie,M,25.0,174.33333333333334,70.70239290053351,Trans-Mississippi Golf Association-2,USA,1904,Summer,St. Louis,Golf,Golf Men's Team,Silver
Betty Lindsay McKinnon,F,23.0,166.9679547596607,57.99620493358634,Australia,AUS,1948,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
"Daniel Duncan ""Dan"" McKinnon",M,33.0,185.0,95.0,United States,USA,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Ralph McKittrick,M,26.0,174.33333333333334,70.70239290053351,Trans-Mississippi Golf Association-2,USA,1904,Summer,St. Louis,Golf,Golf Men's Team,Silver
"Christopher Hobart ""Chris"" McKivat",M,28.0,173.0,77.53333333333333,Australasia,ANZ,1908,Summer,London,Rugby,Rugby Men's Rugby,Gold
"Robert ""Bob"" McKnight",M,21.0,180.99144412756027,83.77559260224017,Canada,CAN,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Mark Anthony McKoy,M,30.0,181.0,70.0,Canada,CAN,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,Gold
"James Price ""Jimmy"" McLane, Jr.",M,17.0,182.85055643879173,76.7433110367893,United States,USA,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,Silver
"James Price ""Jimmy"" McLane, Jr.",M,17.0,181.81048387096774,74.88191489361702,United States,USA,1948,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
"James Price ""Jimmy"" McLane, Jr.",M,17.0,185.22486288848262,78.87200383509108,United States,USA,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
"James Price ""Jimmy"" McLane, Jr.",M,21.0,185.22486288848262,78.87200383509108,United States,USA,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
"Timothy George ""Tim"" McLaren",M,27.0,193.0,89.0,Australia,AUS,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Silver
Brianne Lea McLaughlin,F,22.0,173.0,59.0,United States,USA,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Frank Joseph McLaughlin,M,28.0,180.0,75.0,Canada,CAN,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
"Jeffrey Dean ""Jeff"" McLaughlin",M,22.0,198.0,91.0,United States,USA,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Bronze
"Jeffrey Dean ""Jeff"" McLaughlin",M,26.0,198.0,91.0,United States,USA,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Silver
"Terence ""Terry"" McLaughlin",M,28.0,182.0,78.0,Canada,CAN,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
Anneisha McLaughlin-Whilby,F,30.0,170.0,65.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
"Alexander ""Alec"" McLean",M,25.0,192.0,86.0,New Zealand,NZL,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Bronze
John Frederick McLean,M,22.0,185.11265646731573,77.33732394366197,United States,USA,1900,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Silver
"Matthew ""Matt"" McLean",M,24.0,198.0,100.0,United States,USA,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Ronald Gordon McLean,M,31.0,167.53996737357258,63.13330529857023,Great Britain,GBR,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Bronze
"Theodore Joseph ""Ted"" McLear",M,25.0,166.2173913043478,61.72397476340694,United States,USA,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
Sally McLellan-Pearson,F,21.0,167.0,60.0,Australia,AUS,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Silver
Sally McLellan-Pearson,F,25.0,167.0,60.0,Australia,AUS,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Gold
Erin Katrina McLeod,F,29.0,174.0,73.0,Canada,CAN,2012,Summer,London,Football,Football Women's Football,Bronze
"Michael James ""Mike"" McLeod",M,32.0,180.0,63.0,Great Britain,GBR,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Silver
Omar McLeod,M,22.0,180.0,77.33732394366197,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Gold
Colin McLeod Robertson,M,37.0,177.0,70.70239290053351,Mouchette-2,GBR,1908,Summer,London,Sailing,Sailing Mixed 12 metres,Silver
Joseph James McLoughlin,M,25.0,188.4332603938731,86.81361607142857,Ravenswood Boat Club-2,USA,1904,Summer,St. Louis,Rowing,Rowing Men's Double Sculls,Silver
David McMackon,M,50.0,179.54545454545453,102.5,Canada,CAN,1908,Summer,London,Shooting,"Shooting Men's Trap, Team",Silver
Robert Brian McMahon,M,23.0,178.0,55.0,Canada,CAN,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold
Brigitte McMahon (Huber-),F,33.0,170.0,55.0,Switzerland,SUI,2000,Summer,Sydney,Triathlon,Triathlon Women's Olympic Distance,Gold
Sara McMann,F,23.0,167.0,62.0,United States,USA,2004,Summer,Athina,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver
Cecil Charles McMaster,M,28.0,175.95454545454547,67.97435897435898,South Africa,RSA,1924,Summer,Paris,Athletics,Athletics Men's 10 kilometres Walk,Bronze
Thomas Doodputlee McMeekin,M,41.0,175.04545454545453,72.27777777777777,Dormy-1,GBR,1908,Summer,London,Sailing,Sailing Mixed 6 metres,Gold
"William Willard ""Bill"" McMillan",M,31.0,183.0,91.0,United States,USA,1960,Summer,Roma,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
Kathy Laverne McMillan (-Ray),F,18.0,170.0,57.0,United States,USA,1976,Summer,Montreal,Athletics,Athletics Women's Long Jump,Silver
"Robert Earl ""Bob"" McMillen",M,24.0,180.0,68.0,United States,USA,1952,Summer,Helsinki,Athletics,"Athletics Men's 1,500 metres",Silver
"Charles Thomas ""Tom"" McMillen",M,20.0,212.0,95.0,United States,USA,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Silver
"James Burge ""Jim"" McMillin",M,21.0,187.38357094365242,84.17521652231845,United States,USA,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
Mark McMorris,M,20.0,180.0,72.0,Canada,CAN,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Slopestyle,Bronze
"David ""Dave"" McMullin, III",M,24.0,178.0,79.0,United States,USA,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Bronze
Harold Edgar McMunn,M,21.0,180.99144412756027,83.77559260224017,Canada,CAN,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Charles Herbert McMurtrie,M,29.0,176.09677419354838,77.53333333333333,Australasia,ANZ,1908,Summer,London,Rugby,Rugby Men's Rugby,Gold
Winifred Margaret McNair (Slocock-),F,42.0,172.34228187919464,62.10313901345292,Great Britain,GBR,1920,Summer,Antwerpen,Tennis,Tennis Women's Doubles,Gold
John McNally,M,19.0,166.23044397463002,54.38254310344828,Ireland,IRL,1952,Summer,Helsinki,Boxing,Boxing Men's Bantamweight,Silver
"John Joseph ""Don"" McNamara, Jr.",M,32.0,192.0,97.0,Bingo,USA,1964,Summer,Tokyo,Sailing,Sailing Mixed 5.5 metres,Bronze
Julianne Lyn McNamara (-Zeile),F,18.0,148.0,40.0,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver
Julianne Lyn McNamara (-Zeile),F,18.0,148.0,40.0,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,Silver
Julianne Lyn McNamara (-Zeile),F,18.0,148.0,40.0,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,Gold
Lesley McNaught-Mndli,F,36.0,173.0,70.0,Switzerland,SUI,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
Duncan Anderson McNaughton,M,21.0,193.0,80.0,Canada,CAN,1932,Summer,Los Angeles,Athletics,Athletics Men's High Jump,Gold
Loretta T. McNeil,F,21.0,166.9679547596607,57.99620493358634,United States,USA,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Forest Waldemar McNeir,M,44.0,177.0,102.5,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Trap, Team",Gold
Ian T. McNuff,M,23.0,183.0,85.0,Great Britain,GBR,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Bronze
Louise McPaul-Currey,F,27.0,175.0,68.0,Australia,AUS,1996,Summer,Atlanta,Athletics,Athletics Women's Javelin Throw,Silver
Holly S. McPeak (-Armato),F,35.0,170.0,62.0,United States-2,USA,2004,Summer,Athina,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
Duncan McPhee,M,27.0,174.08333333333334,63.358695652173914,Great Britain,GBR,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Silver
Paige Arielle McPherson,F,21.0,173.0,65.0,United States,USA,2012,Summer,London,Taekwondo,Taekwondo Women's Welterweight,Bronze
Stephenie Ann McPherson,F,27.0,173.0,57.0,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Tony McQuay,M,22.0,181.0,72.0,United States,USA,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Tony McQuay,M,26.0,181.0,72.0,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Rachel Jane McQuillan,F,20.0,174.0,61.0,Australia,AUS,1992,Summer,Barcelona,Tennis,Tennis Women's Doubles,Bronze
Francine McRae,F,27.0,172.0,64.0,Australia,AUS,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze
James McRae,M,25.0,193.0,93.0,Australia,AUS,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze
James McRae,M,29.0,193.0,93.0,Australia,AUS,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
"Richard ""Dick"" McTaggart",M,21.0,175.0,60.0,Great Britain,GBR,1956,Summer,Melbourne,Boxing,Boxing Men's Lightweight,Gold
"Richard ""Dick"" McTaggart",M,24.0,175.0,60.0,Great Britain,GBR,1960,Summer,Roma,Boxing,Boxing Men's Lightweight,Bronze
"Robert Patrick ""Bob"" McVey",M,23.0,190.0,96.0,United States,USA,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
"Donald James ""Don"" McWatters",M,23.0,183.0,79.0,Australia,AUS,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze
Douglas McWhirter,M,25.0,177.4803386127799,73.08664412510566,Great Britain,GBR,1912,Summer,Stockholm,Football,Football Men's Football,Gold
Jackie Amanda McWilliams,F,28.0,160.0,65.0,Great Britain,GBR,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Bronze
Mhmmdrsul Mcidov,M,25.0,190.0,91.0,Azerbaijan,AZE,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,Bronze
Andrea Bario Mead-Lawrence,F,19.0,173.0,59.0,United States,USA,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
Andrea Bario Mead-Lawrence,F,19.0,173.0,59.0,United States,USA,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Slalom,Gold
Richard John Hannay Meade,M,29.0,183.0,70.0,Great Britain,GBR,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Richard John Hannay Meade,M,33.0,183.0,70.0,Great Britain,GBR,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
Richard John Hannay Meade,M,33.0,183.0,70.0,Great Britain,GBR,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Earle Elmer Meadows,M,23.0,185.0,72.0,United States,USA,1936,Summer,Berlin,Athletics,Athletics Men's Pole Vault,Gold
Aileen Aletha Meagher,F,25.0,168.0,55.0,Canada,CAN,1936,Summer,Berlin,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
Mary Terstegge Meagher (-Plant),F,19.0,172.0,64.0,United States,USA,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,Gold
Mary Terstegge Meagher (-Plant),F,19.0,172.0,64.0,United States,USA,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,Gold
Mary Terstegge Meagher (-Plant),F,19.0,172.0,64.0,United States,USA,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Mary Terstegge Meagher (-Plant),F,23.0,172.0,64.0,United States,USA,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Butterfly,Bronze
Mary Terstegge Meagher (-Plant),F,23.0,172.0,64.0,United States,USA,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
"Philomena Alecia ""Bonnie"" Mealing (-Johnston)",F,19.0,160.0,61.76282051282051,Australia,AUS,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Silver
"Helen Meany (-Balfe, -Gravis)",F,23.0,152.0,54.69471153846154,United States,USA,1928,Summer,Amsterdam,Diving,Diving Women's Springboard,Gold
Anna Maree Devenish Meares,F,20.0,165.0,70.0,Australia,AUS,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Bronze
Anna Maree Devenish Meares,F,20.0,165.0,70.0,Australia,AUS,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Gold
Anna Maree Devenish Meares,F,24.0,165.0,70.0,Australia,AUS,2008,Summer,Beijing,Cycling,Cycling Women's Sprint,Silver
Anna Maree Devenish Meares,F,28.0,165.0,70.0,Australia,AUS,2012,Summer,London,Cycling,Cycling Women's Sprint,Gold
Anna Maree Devenish Meares,F,28.0,165.0,70.0,Australia,AUS,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Bronze
Anna Maree Devenish Meares,F,32.0,165.0,70.0,Australia,AUS,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,Bronze
"Christopher James ""Chris"" Mears",M,23.0,172.0,70.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Gold
Miloslav Me,M,24.0,190.0,81.0,Czechoslovakia,TCH,1988,Summer,Seoul,Tennis,Tennis Men's Singles,Gold
Miloslav Me,M,24.0,190.0,81.0,Czechoslovakia,TCH,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Bronze
Linda Flan Medalen,F,31.0,167.0,62.0,Norway,NOR,1996,Summer,Atlanta,Football,Football Women's Football,Bronze
Philippe Mdard,M,33.0,185.0,85.0,France,FRA,1992,Summer,Barcelona,Handball,Handball Men's Handball,Bronze
Julien Joseph Sylvio Mdcin,M,29.0,175.33896987366376,70.70239290053351,Monaco,MON,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Architecture,Bronze
Gisela Medefindt (-Bodis),F,23.0,172.0,65.0,East Germany,GDR,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Heinrich Mederow,M,26.0,186.0,84.0,East Germany,GDR,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Bronze
Jack Chapman Medica,M,21.0,182.85055643879173,76.7433110367893,United States,USA,1936,Summer,Berlin,Swimming,Swimming Men's 400 metres Freestyle,Gold
Jack Chapman Medica,M,21.0,181.81048387096774,74.88191489361702,United States,USA,1936,Summer,Berlin,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
Jack Chapman Medica,M,21.0,185.22486288848262,78.87200383509108,United States,USA,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
ngel Segundo Mdici,M,30.0,177.4803386127799,73.08664412510566,Argentina,ARG,1928,Summer,Amsterdam,Football,Football Men's Football,Silver
"Ana Isabel ""Anabel"" Medina Garrigues",F,26.0,169.0,59.0,Spain-1,ESP,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Silver
Nicols Rubn Medina,M,22.0,176.0,75.0,Argentina,ARG,2004,Summer,Athina,Football,Football Men's Football,Gold
Viktor Ivanovich Mednov,M,24.0,172.8849557522124,63.68490153172866,Soviet Union,URS,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Silver
Krisztina Medveczky,F,14.0,160.0,49.0,Hungary,HUN,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Aleksandr Vasilyevich Medved,M,27.0,190.0,102.0,Soviet Union,URS,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Aleksandr Vasilyevich Medved,M,31.0,190.0,102.0,Soviet Union,URS,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Aleksandr Vasilyevich Medved,M,34.0,190.0,102.0,Soviet Union,URS,1972,Summer,Munich,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Aleksey Vladimirovich Medvedev,M,23.0,204.0,120.0,Belarus,BLR,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
Yevgeniya Vladimirovna Medvedeva (Arbuzova-),F,29.0,158.0,56.0,Russia,RUS,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Bronze
Yevgeniya Vladimirovna Medvedeva (Arbuzova-),F,29.0,158.0,56.0,Russia,RUS,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
Valery Alekseyevich Medvedtsev,M,23.0,173.0,66.0,Soviet Union,URS,1988,Winter,Calgary,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
Valery Alekseyevich Medvedtsev,M,23.0,173.0,66.0,Soviet Union,URS,1988,Winter,Calgary,Biathlon,Biathlon Men's 20 kilometres,Silver
Valery Alekseyevich Medvedtsev,M,23.0,173.0,66.0,Soviet Union,URS,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Valery Alekseyevich Medvedtsev,M,27.0,173.0,66.0,Unified Team,EUN,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
Athol Charles Meech,M,21.0,187.38357094365242,84.17521652231845,Canada,CAN,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Bronze
Molly Meech,F,23.0,178.0,74.0,New Zealand,NZL,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Silver
Sam Meech,M,25.0,183.0,81.0,New Zealand,NZL,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,Bronze
Chantal Olivia Meek,F,29.0,162.0,55.0,Australia,AUS,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Folkert Meeuw,M,25.0,179.0,75.0,West Germany,FRG,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Helge Folkert Meeuw,M,19.0,178.0,76.0,Germany,GER,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Robert Meeuwsen,M,28.0,207.0,92.0,Netherlands-1,NED,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
Arnulf Meffle,M,26.0,184.0,84.0,West Germany,FRG,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Silver
Zemfira Aliyevna Meftkhtddinova,F,37.0,164.0,66.0,Azerbaijan,AZE,2000,Summer,Sydney,Shooting,Shooting Women's Skeet,Gold
Zemfira Aliyevna Meftkhtddinova,F,41.0,164.0,66.0,Azerbaijan,AZE,2004,Summer,Athina,Shooting,Shooting Women's Skeet,Bronze
Gheorghe Megelea,M,22.0,192.0,101.0,Romania,ROU,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,Bronze
"Gregory ""Greg"" Meghoo",M,18.0,180.0,74.0,Jamaica,JAM,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Ferdinando Meglio,M,21.0,176.0,68.0,Italy,ITA,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Silver
Ferdinando Meglio,M,25.0,176.0,68.0,Italy,ITA,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Gold
Ferdinando Meglio,M,29.0,176.0,68.0,Italy,ITA,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Bronze
Charles Thomas Mehan,M,23.0,178.0,77.53333333333333,United States,USA,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Gold
Eberhard Mehl,M,25.0,182.0,80.0,Germany,GER,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",Bronze
Gabriele Mehl,F,25.0,184.0,74.0,Germany,GER,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Bronze
"Johannes Richard ""Hans"" Mehlhorn",M,32.0,175.0,90.15799689440993,Germany-1,GER,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Bronze
Paul Mehlitz,M,29.0,176.85257731958762,73.34376086200903,Germany,GER,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Silver
Majda Mehmedovi,F,22.0,170.0,67.0,Montenegro,MNE,2012,Summer,London,Handball,Handball Women's Handball,Silver
George Nicholas Mehnert,M,22.0,160.0,54.0,United States,USA,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
George Nicholas Mehnert,M,26.0,160.0,54.0,United States,USA,1908,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Peter Joseph Mehringer,M,22.0,179.9391891891892,89.56734006734007,United States,USA,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Dirk Meier,M,24.0,188.0,76.0,East Germany,GDR,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Gnther Meier,M,27.0,176.0,70.0,West Germany,FRG,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,Bronze
Kurt Meier,M,25.0,181.0,97.0,Switzerland-1,SUI,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Four,Gold
Kurt Meier,M,31.0,181.0,97.0,Switzerland-1,SUI,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Four,Silver
Petra Meier-Felke,F,29.0,172.0,64.0,East Germany,GDR,1988,Summer,Seoul,Athletics,Athletics Women's Javelin Throw,Gold
